Total reads,Lowest energy,Total entropy,Time,Overlaps,Duplicates
200,-17.418685857132655,10.392982290404644,466364.6,0,0
400,-19.025703566728012,11.999999999999998,931887.6,0,0
600,-18.031013087528372,11.005309520800356,1395077.3,0,0
800,-17.571865170501127,8.204260414863777,1850849.9,0,0
1000,-18.490161004555617,9.122556248918265,2301570.5,0,0
1200,-18.107407732673522,11.08170416594551,2736983.9,0,0
1400,-21.38314329496026,12.01553853932291,3150540.1,0,0
1600,-21.291210110492194,11.923605354854846,3603517.1,0,0
1800,-18.811668147537297,11.785964580809287,4159852.6,0,0
2000,-19.209505944546684,9.841901188909336,4621381.1,0,0
200,-19.071865170501127,9.704260414863775,453946.8,0,0
400,-18.031013087528372,11.005309520800356,953856.8,0,0
600,-18.612717253473882,11.587013686745868,1396509.3,0,0
800,-18.245048506719083,11.219344939991071,1810445.7,0,0
1000,-17.556326631178216,10.530623064450204,2319118.0,0,0
1200,-21.490161004555617,12.122556248918265,2741249.4,0,0
1400,-19.88314329496026,10.51553853932291,3170693.2,0,0
1600,-18.245048506719083,11.219344939991071,3765958.2,0,0
1800,-19.53101308752837,12.505309520800356,4137501.3,0,0
2000,-20.709505944546684,11.341901188909336,4499548.6,0,0
200,-17.418685857132655,10.392982290404644,496552.4,0,0
400,-20.709505944546684,11.341901188909336,931928.9,0,0
600,-21.490161004555617,12.122556248918263,1400094.6,0,0
800,-19.531013087528372,12.505309520800356,1859461.3,0,0
1000,-19.990161004555617,10.622556248918265,2324425.7,0,0
1200,-18.811668147537297,11.785964580809287,2780313.6,0,0
1400,-21.291210110492194,11.923605354854846,3203328.1,0,0
1600,-19.745048506719083,12.719344939991071,3606509.0,0,0
1800,-18.03101308752837,11.005309520800358,4127142.6,0,0
2000,-21.490161004555617,12.122556248918263,4641246.0,0,0
200,-18.490161004555617,9.122556248918265,465053.6,0,0
400,-18.811668147537297,11.785964580809287,933124.7,0,0
600,-20.571865170501127,11.204260414863775,1388487.2,0,0
800,-20.020784069005817,10.653179313368469,1851948.5,0,0
1000,-21.490161004555617,12.122556248918263,2278237.6,0,0
1200,-20.020784069005817,10.653179313368469,2695134.9,0,0
1400,-19.791210110492194,10.423605354854846,3250172.3,0,0
1600,-21.490161004555617,12.122556248918265,3646909.2,0,0
1800,-21.490161004555617,12.122556248918265,4193313.7,0,0
2000,-21.291210110492194,11.923605354854846,4606182.9,0,0
200,-17.525703566728012,10.5,450039.0,0,0
400,-18.490161004555617,9.122556248918265,928044.8,0,0
600,-19.88314329496026,10.51553853932291,1344047.7,0,0
800,-20.709505944546684,11.341901188909336,1802596.6,0,0
1000,-18.8422912119875,11.81658764525949,2249475.9,0,0
1200,-19.025703566728012,11.999999999999998,2804444.3,0,0
1400,-20.709505944546684,11.341901188909336,3219204.4,0,0
1600,-20.80143912901475,11.433834373377397,3648898.4,0,0
1800,-20.80143912901475,11.433834373377397,4040037.6,0,0
2000,-19.071865170501127,9.704260414863775,4624399.3,0,0
