Total reads,Time,Chain strength,Chain break fraction,Lowest energy,Total entropy,Overlaps,Duplicates
200,70092.0,30,0.007874015748031496,-11.847210709709696,7.163408331891021,0,0
400,140184.0,30,0.023622047244094488,-13.347210709709696,8.66340833189102,0,0
600,210276.0,30,0.007874015748031496,-15.811668147537299,8.785964580809287,0,0
800,280368.0,30,0.015748031496062992,-14.11271725347388,7.087013686745869,0,0
1000,350460.0,30,0.007874015748031496,-17.311668147537297,10.285964580809287,0,0
1200,420552.0,30,0.007874015748031496,-14.847210709709696,10.163408331891022,0,0
1400,490644.0,30,0.0,-14.893372313482809,7.867668746754798,0,0
1600,560736.0,30,0.007874015748031496,-15.811668147537299,8.785964580809287,0,0
1800,630828.0,30,0.015748031496062992,-14.893372313482809,7.867668746754798,0,0
2000,700920.0,30,0.015748031496062992,-16.393372313482807,9.367668746754799,0,0
200,70092.0,30,0.007874015748031496,-12.428914875655206,7.745112497836532,0,0
400,140184.0,30,0.007874015748031496,-13.393372313482809,6.367668746754798,0,0
600,210276.0,30,0.015748031496062992,-13.607407732673522,6.581704165945511,0,0
800,280368.0,30,0.0,-13.36229523483699,8.678492857018316,0,0
1000,350460.0,30,0.015748031496062992,-12.566555649700767,7.882753271882092,0,0
1200,420552.0,30,0.015748031496062992,-15.811668147537299,8.785964580809287,0,0
1400,490644.0,30,0.007874015748031496,-16.607407732673522,9.58170416594551,0,0
1600,560736.0,30,0.015748031496062992,-16.622946271996433,9.59724270526842,0,0
1800,630828.0,30,0.023622047244094488,-17.112717253473882,10.087013686745868,0,0
2000,700920.0,30,0.015748031496062992,-14.893372313482809,7.867668746754798,0,0
200,70092.0,30,0.0,-13.347210709709696,8.66340833189102,0,0
400,140184.0,30,0.015748031496062992,-17.311668147537297,10.285964580809287,0,0
600,210276.0,30,0.023622047244094488,-12.428914875655206,7.745112497836532,0,0
800,280368.0,30,0.015748031496062992,-12.428914875655206,7.745112497836532,0,0
1000,350460.0,30,0.007874015748031496,-16.025703566728012,9.0,0,0
1200,420552.0,30,0.007874015748031496,-17.311668147537297,10.285964580809287,0,0
1400,490644.0,30,0.015748031496062992,-15.811668147537299,8.785964580809287,0,0
1600,560736.0,30,0.015748031496062992,-14.11271725347388,7.087013686745869,0,0
1800,630828.0,30,0.0,-16.347210709709696,11.66340833189102,0,0
2000,700920.0,30,0.007874015748031496,-16.622946271996433,9.59724270526842,0,0
2000,700920.0,30,0.0,-16.393372313482807,9.367668746754799,0,0
2000,700920.0,30,0.015748031496062992,-15.811668147537299,8.785964580809287,0,0
