Instrument,No,ID,Start,End,Entropy
Contrabasses,68,Contrabasses_68,900.0,911.0,1.5566567074628228
Contrabasses,69,Contrabasses_69,911.0,920.0,-0.0
Contrabasses,70,Contrabasses_70,920.0,924.0,1.0
Contrabasses,71,Contrabasses_71,924.0,926.0,1.0
Contrabasses,72,Contrabasses_72,926.0,928.0,-0.0
Contrabasses,73,Contrabasses_73,928.0,930.0,-0.0
Contrabasses,74,Contrabasses_74,930.0,938.0,2.2516291673878226
Contrabasses,75,Contrabasses_75,938.0,942.0,1.0
Contrabasses,76,Contrabasses_76,942.0,944.0,-0.0
Contrabasses,77,Contrabasses_77,944.0,946.0,-0.0
Contrabasses,78,Contrabasses_78,946.0,956.5,-0.0
Contrabasses,79,Contrabasses_79,956.5,972.0,1.8538235426612042
Contrabasses,80,Contrabasses_80,972.0,990.5,-0.0
Contrabasses,81,Contrabasses_81,990.5,1005.0,1.884737640823055
Contrabasses,82,Contrabasses_82,1005.0,1008.0,0.9182958340544896
Contrabasses,83,Contrabasses_83,1008.0,1010.0,-0.0
Contrabasses,84,Contrabasses_84,1010.0,1014.0,1.0
