Total reads,Lowest energy,Total entropy,Time,Overlaps,Duplicates
200,-289.48897023124,118.31044139156964,993267.6,0,0
400,-287.2239007125801,112.74893224899,1916401.8,0,0
600,-303.472377248099,110.7728154537947,2937533.5,0,0
800,-296.7345092997761,114.69176437710124,3853318.6,0,0
1000,-302.8362326111293,108.39153089949886,4842438.1,0,0
1200,-300.22623303309706,111.61740046201311,5934099.2,0,0
1400,-310.2657023831778,112.87957619074724,6785617.0,0,0
1600,-327.9232381589151,113.29600896384848,7886100.6,0,0
1800,-322.95268161247816,114.18464320093277,8695442.4,0,0
2000,-314.9902909113976,109.67998000277287,9674727.8,0,0
200,-295.20677978735995,103.74869778509564,980833.7,0,0
400,-298.66577601469174,109.42405299543691,1929505.3,0,0
600,-299.85168777053445,119.15772158605503,2953935.8,0,0
800,-306.4854897612649,118.55927812047698,3953018.5,0,0
1000,-306.7428563008212,106.50866443101357,4751981.0,0,0
1200,-304.3317363592825,107.06443018474474,5794091.7,0,0
1400,-309.05434778469726,115.91620078128327,6763862.5,0,0
1600,-303.3270755726671,113.90592708572024,7795310.1,0,0
1800,-310.18259411452027,112.17740505814555,8711842.8,0,0
2000,-308.8089945733355,116.85728954727205,9908964.4,0,0
200,-288.52801564249216,108.14490172447144,981578.4,0,0
400,-316.35691162409313,106.43599554895238,1911615.3,0,0
600,-290.48360631419587,109.65968586063697,2964094.7,0,0
800,-301.34106617610723,106.69583304357475,4051543.0,0,0
1000,-306.8108601559586,114.40076459871906,4908758.8,0,0
1200,-312.5881699605532,117.44964001382237,5963248.6,0,0
1400,-323.4109943380075,118.68972480774046,6891404.6,0,0
1600,-315.7150638652136,113.78445233282346,7881441.1,0,0
1800,-306.6919652572066,114.03939157327932,8906403.5,0,0
2000,-303.51681694575075,109.55979216715365,9949089.0,0,0
200,-301.78156688243376,107.14455284230908,1020101.4,0,0
400,-290.7923898829751,111.41813009627475,1918873.3,0,0
600,-291.06145240013,106.27511789019789,2945717.6,0,0
800,-304.2408561239933,112.41525770364196,3934787.1,0,0
1000,-299.12604832169,106.57708530425445,5001503.0,0,0
1200,-307.97375472647,102.91095667095176,5914079.9,0,0
1400,-308.94098477098817,110.46517036062781,6843216.4,0,0
1600,-306.70589086536154,111.89876942254858,7796617.6,0,0
1800,-314.43459463049334,112.6509250634832,9039676.1,0,0
2000,-300.1052044206922,114.1357551548093,9725438.8,0,0
200,-307.85325764654556,109.06236101893349,987774.3,0,0
400,-303.0121806379359,110.52656787612995,1902130.3,0,0
600,-302.9200374090535,111.72507974617346,2876572.8,0,0
800,-309.19237167762833,113.19027906773792,3865919.7,0,0
1000,-333.2585718934949,111.70802179810984,4822357.0,0,0
1200,-307.92570407282284,117.20844223752222,5815083.0,0,0
1400,-323.78424918351067,107.33186851716879,6706779.6,0,0
1600,-308.61472032109805,111.64925132978613,7686219.4,0,0
1800,-307.4540959679461,121.17009979210533,8693433.0,0,0
2000,-300.95785990559835,107.79644969522965,9647585.2,0,0
