Total reads,Lowest energy,Total entropy,Time,Overlaps,Duplicates
200,-210.95520856399185,108.850715878096,19228.8,2,0
400,-246.27096663734147,105.11651655684571,37314.5,2,0
600,-250.84940527963832,102.13191054673453,55577.0,0,0
800,-219.0377280726473,106.43001531597253,73768.4,2,0
1000,-213.91511928719393,119.2626446432844,92453.0,6,0
1200,-226.56570217916183,112.43137455021521,108010.0,6,0
1400,-226.3554174855026,107.12607206085552,125114.6,4,0
1600,-227.82317082208323,111.34519131476249,142760.6,2,0
1800,-224.70713984896216,100.38503850289644,164262.0,0,0
2000,-238.96313168671608,111.42465068222931,188677.0,2,0
200,-167.84518708002162,112.48215696361716,19566.3,10,0
400,-199.67665737650697,114.49849007754189,37498.2,8,0
600,-238.4189421343301,112.01193990702367,55736.7,4,0
800,-228.26660351231425,118.01069539918686,74321.6,4,0
1000,-265.0510533116405,102.94218718448062,92810.3,0,0
1200,-212.37765012569218,112.29932564012277,111704.2,0,0
1400,-250.16279664244152,108.5236555409535,131174.3,2,0
1600,-233.9559021931391,113.29254052955395,147513.7,4,0
1800,-223.2996572633533,111.75749942561113,167242.1,6,0
2000,-255.35886573416883,104.48298891155923,184551.6,2,0
200,-211.11339595102913,106.39958715793047,18540.1,2,0
400,-219.92200203905878,108.26294571826163,40083.6,2,0
600,-202.97918579403205,109.35343169439066,55735.0,6,0
800,-225.86440895917224,109.23975928838634,74534.5,4,0
1000,-229.13554696224782,106.87099649770525,92322.1,4,0
1200,-242.27328565972547,113.04713628579593,110349.2,4,0
1400,-244.042664002538,103.7280442021595,128254.3,0,0
1600,-236.07301923413735,107.41723928888366,142369.3,6,0
1800,-235.72211164099966,98.16070885469986,174754.8,0,0
2000,-237.73584192814465,119.45685276815496,184845.3,6,0
200,-198.65216970965267,110.85396482811578,19285.5,6,0
400,-222.16569530055514,112.8422937449444,37399.0,6,0
600,-203.18095540389032,107.12933050178404,57327.3,6,0
800,-237.9470686416801,105.85407459945928,75337.7,2,0
1000,-227.72578208000226,103.45597570761892,92385.3,2,0
1200,-210.1312228264784,103.88091404468531,110508.4,4,0
1400,-225.6396317667317,115.77383084357558,129182.2,4,0
1600,-252.05272403442044,103.04340941450911,147568.2,0,0
1800,-253.1263831367186,112.03056967092117,165506.4,0,0
2000,-234.13285291272413,116.72321638537831,183711.1,4,0
200,-193.49028229144858,108.71818844048737,21684.1,6,0
400,-216.90712470512935,100.38891591024606,36333.1,2,0
600,-227.22023762592937,104.86495783205092,58140.5,2,0
800,-230.62281185123464,108.16879262068123,74581.3,2,0
1000,-215.94926904285435,97.31114806600532,92321.0,2,0
1200,-238.03581803159022,116.50588687270282,110766.6,2,0
1400,-228.70189120107503,109.82770738886754,129026.3,4,0
1600,-230.15439047797,115.18974580984043,147635.3,6,0
1800,-255.39171385727394,108.83712759446267,166080.1,2,0
2000,-237.35994576186232,108.67425130920607,184071.7,2,0
