Node multiplier,Edge multiplier,Lowest energy,Chain break fraction,Duplicates,Overlaps
1,1,-682.2962223251926,0.008635578583765112,0,162
1,2,-378.29331994279926,0.018998272884283247,0,70
1,3,-159.9583010059838,0.044905008635578586,1,22
1,4,-108.17187134160577,0.04835924006908463,1,8
1,5,-37.3729799765822,0.04317789291882556,2,0
1,1,-682.8743558553274,0.010362694300518135,0,160
1,2,-346.0605083392461,0.02072538860103627,0,72
1,3,-135.47141694839542,0.03454231433506045,0,12
1,4,-68.22977501939249,0.039723661485319514,0,8
1,5,-17.203763658754532,0.0535405872193437,1,2
1,6,23.367392585670366,0.04835924006908463,0,2
1,7,49.87305634239311,0.05008635578583765,2,0
1,8,16.879478163592708,0.05008635578583765,0,0
1,9,70.76754279467073,0.05181347150259067,2,0
2,1,-667.5895888244025,0.0017271157167530224,0,158
2,2,-381.32737610401347,0.018998272884283247,0,66
2,3,-158.34882883742227,0.031088082901554404,1,24
2,4,-115.06501489878067,0.03454231433506045,0,6
2,5,-68.88476380967265,0.04835924006908463,0,2
2,6,-47.12180710089263,0.04145077720207254,0,0
2,7,-3.4182330863310106,0.03626943005181347,0,4
2,8,26.46206087519873,0.044905008635578586,0,0
2,9,25.48850714179777,0.0535405872193437,0,0
3,1,-596.97312266278,0.0,1,174
3,2,-357.38556805710266,0.0069084628670120895,0,58
3,3,-175.36053189773986,0.015544041450777202,1,24
3,4,-141.5499884813171,0.03281519861830743,0,6
3,5,-120.36031732219666,0.03626943005181347,1,2
3,6,-40.20522917723948,0.046632124352331605,0,2
3,7,-25.130165855964005,0.037996545768566495,1,0
3,8,1.3007878027117812,0.04317789291882556,0,6
3,9,24.79403148833225,0.0535405872193437,0,0
4,1,-589.6038905815437,0.0017271157167530224,0,178
4,2,-275.2074005831894,0.0069084628670120895,0,54
4,3,-176.37672401275594,0.013816925734024179,0,24
4,4,-98.8979600952425,0.027633851468048358,0,4
4,5,-112.72194349224357,0.031088082901554404,0,0
4,6,-94.50903235482987,0.031088082901554404,0,2
4,7,-18.671392848135696,0.04145077720207254,0,0
4,8,-24.993087031572202,0.037996545768566495,0,2
4,9,38.60909387846007,0.046632124352331605,0,0
5,1,-459.4754818992059,0.0,0,206
5,2,-277.8999351153713,0.0051813471502590676,0,68
5,3,-159.43005805069566,0.0051813471502590676,0,18
5,4,-113.3096830591139,0.018998272884283247,0,8
5,5,-105.63319691197148,0.024179620034542316,0,2
5,6,-96.93156603681462,0.03281519861830743,0,0
5,7,-85.91484548977962,0.04145077720207254,0,0
5,8,-44.34711417267905,0.037996545768566495,0,0
5,9,12.218229089990452,0.03454231433506045,1,6
6,1,-389.88438882603447,0.0,0,174
6,2,-194.76091648611578,0.0017271157167530224,0,62
6,3,-177.56729987182672,0.0017271157167530224,0,26
6,4,-130.0850419256904,0.008635578583765112,2,8
6,5,-80.59662102338723,0.025906735751295335,0,0
6,6,-72.73974038793683,0.022452504317789293,0,0
6,7,-101.5909674169482,0.025906735751295335,0,0
6,8,-46.91877546739446,0.03626943005181347,0,0
6,9,-36.580265051960104,0.03281519861830743,1,0
7,1,-364.4019427923675,0.0,0,202
7,2,-136.29911764274036,0.008635578583765112,0,54
7,3,-132.98265116178308,0.0,0,30
7,4,-131.88284884731743,0.008635578583765112,0,12
7,5,-71.81176755935394,0.017271157167530225,0,6
7,6,-48.18392228494196,0.027633851468048358,0,4
7,7,-57.41426646961292,0.025906735751295335,0,4
7,8,-44.6559518768803,0.03281519861830743,0,2
7,9,-18.164387928051276,0.039723661485319514,0,0
8,1,-277.67511544800277,0.0,0,174
8,2,-93.93761343052114,0.0017271157167530224,0,96
8,3,-117.06659730083678,0.0017271157167530224,0,26
8,4,-77.0594408964279,0.0034542314335060447,0,18
8,5,-87.00993578115975,0.0051813471502590676,0,6
8,6,-84.23862220961958,0.018998272884283247,0,2
8,7,-87.14710513252155,0.022452504317789293,0,0
8,8,-45.13782504592374,0.02072538860103627,0,2
8,9,-18.03581490763154,0.031088082901554404,0,2
9,1,-230.96005313279778,0.0,1,236
9,2,-86.83972645608596,0.0017271157167530224,0,62
9,3,-85.48525989640363,0.0,0,26
9,4,-98.95864091706552,0.0,0,20
9,5,-153.12764753490913,0.010362694300518135,0,0
9,6,-75.61010610092126,0.0034542314335060447,0,10
9,7,-21.491899764637804,0.024179620034542316,0,4
9,8,-34.0450376385306,0.025906735751295335,0,4
9,9,6.791895423139444,0.02936096718480138,0,0
