Total reads,Time,Chain strength,Chain break fraction,Lowest energy,Total entropy,Overlaps,Duplicates
500,123213.16,26.67767783388863,0.0,-299.903281841462,131.65546357761173,1,0
1000,230663.16,26.67767783388863,0.0,-313.77680773807816,120.75071798198377,0,0
1500,338113.16,26.67767783388863,0.0,-321.31844032140225,123.8178555090809,1,0
2000,445563.16,26.67767783388863,0.0,-319.4976480879135,118.11097364286208,0,0
2500,553013.16,26.67767783388863,0.0,-332.98057845339315,120.53942561757677,0,0
3000,660463.16,26.67767783388863,0.0,-323.0106352070793,131.12200320889698,1,0
3500,767913.16,26.67767783388863,0.0,-332.5259773098201,129.92407831601187,1,0
500,123213.16,26.67767783388863,0.0,-304.3751783318851,120.08440063226156,0,0
1000,230663.16,26.67767783388863,0.0,-310.9328779251822,127.04886545618223,0,0
1500,338113.16,26.67767783388863,0.0,-300.91141011765785,120.06167042325677,0,0
2000,445563.16,26.67767783388863,0.0,-314.8865029935554,120.54310091597976,0,0
2500,553013.16,26.67767783388863,0.0,-312.4553743981004,117.54186771037345,1,0
3000,660463.16,26.67767783388863,0.0,-313.82017044902386,120.61039986042346,0,0
3500,767913.16,26.67767783388863,0.0,-331.62539422318406,126.03321953991451,1,0
500,123213.16,26.67767783388863,0.0,-307.3327540527714,124.39441467367276,0,0
1000,230663.16,26.67767783388863,0.0,-309.06242741700305,116.45472596603416,0,0
1500,338113.16,26.67767783388863,0.0,-311.34071289046574,122.04668330111862,0,0
2000,445563.16,26.67767783388863,0.0,-336.0821741523767,120.19239352818738,0,0
2500,553013.16,26.67767783388863,0.0,-316.3329828607412,121.68816630201064,0,0
3000,660463.16,26.67767783388863,0.0,-330.65137572599394,128.74814253866208,0,0
3500,767913.16,26.67767783388863,0.0,-319.4452774015501,126.13996582150003,0,0
