Node multiplier,Edge multiplier,Lowest energy,Chain break fraction,Duplicates,Overlaps
7,11,13.025901616453943,0.01889763779527559,1,4
7,12,6.092067243076563,0.01732283464566929,2,2
8,11,31.378811870042384,0.01889763779527559,2,6
8,12,44.358743856075236,0.014173228346456693,2,2
9,11,19.944587473585802,0.014173228346456693,0,0
9,12,51.154355458976056,0.01732283464566929,0,6
10,11,76.77814576824629,0.006299212598425197,0,8
10,12,36.24596261148332,0.015748031496062992,2,2
11,11,86.03821480897687,0.012598425196850394,0,14
11,12,101.1460765558461,0.009448818897637795,0,6
12,11,130.013879361207,0.007874015748031496,0,16
12,12,104.34450944459405,0.014173228346456693,1,6
1,1,-324.65536864954356,0.004724409448818898,24,144
1,2,-166.45715055420476,0.015748031496062992,12,36
1,3,-114.72304712104706,0.03307086614173228,8,8
1,4,-76.10417630949897,0.03937007874015748,8,2
1,5,-79.70102899168924,0.04251968503937008,7,2
1,6,-38.89440832410911,0.03937007874015748,4,6
1,7,-42.13861279355436,0.04566929133858268,8,2
1,8,-30.016056544636143,0.03622047244094488,6,0
1,9,-2.188587816932615,0.03779527559055118,12,0
1,10,-35.67842886590096,0.04566929133858268,4,0
1,11,6.918947897975847,0.050393700787401574,12,0
1,12,5.280789118617255,0.048818897637795275,6,2
2,1,-205.22186030812654,0.004724409448818898,14,108
2,2,-129.44659550372137,0.006299212598425197,8,34
2,3,-93.96679757629666,0.015748031496062992,3,10
2,4,-100.48758164530251,0.01732283464566929,2,6
2,5,-69.12463434654408,0.028346456692913385,1,4
2,6,-28.975204461663296,0.03307086614173228,3,2
2,7,-27.199858922454688,0.029921259842519685,1,2
2,8,-11.985107448225047,0.03464566929133858,5,0
2,9,-16.439853872843337,0.04409448818897638,6,0
2,10,-18.291466074961903,0.03937007874015748,5,0
2,11,31.669893998299514,0.03779527559055118,4,2
2,12,38.14425442268884,0.04094488188976378,8,2
3,1,-139.89712174197123,0.0031496062992125984,10,98
3,2,-73.49960997692234,0.004724409448818898,2,46
3,3,-77.49709460878633,0.011023622047244094,0,14
3,4,-49.624308314583445,0.014173228346456693,1,10
3,5,-40.08792171513729,0.012598425196850394,3,2
3,6,-13.684058342288562,0.01889763779527559,5,4
3,7,-20.449500894935337,0.031496062992125984,3,0
3,8,-11.065839594661913,0.028346456692913385,4,0
3,9,28.179860975978528,0.029921259842519685,6,4
3,10,0.6129792943171868,0.03937007874015748,2,4
3,11,61.60903789247699,0.03622047244094488,5,0
3,12,9.658750875012085,0.03464566929133858,6,0
4,1,-89.55197238620151,0.006299212598425197,6,118
4,2,-44.7089818628603,0.0,2,52
4,3,-22.33225416681747,0.0031496062992125984,1,26
4,4,-42.15408734175978,0.009448818897637795,1,12
4,5,-49.50168807454767,0.014173228346456693,0,8
4,6,-12.689303871971509,0.009448818897637795,3,8
4,7,-16.929042857890245,0.02204724409448819,2,4
4,8,-9.259870991003243,0.025196850393700787,2,0
4,9,14.342879284791472,0.02047244094488189,2,4
4,10,38.31212823810644,0.02047244094488189,5,2
4,11,32.74071708180091,0.02204724409448819,1,2
4,12,32.878747878924656,0.031496062992125984,3,2
5,1,-41.399963142066525,0.0031496062992125984,3,108
5,2,-13.943149287135421,0.0015748031496062992,1,70
5,3,-11.724910425261317,0.0015748031496062992,1,34
5,4,-25.194613392771867,0.0031496062992125984,0,20
5,5,-4.362551199306875,0.007874015748031496,1,10
5,6,-6.964195396984355,0.007874015748031496,2,6
5,7,15.460062021791948,0.014173228346456693,1,8
5,8,-9.291466074962003,0.011023622047244094,0,8
5,9,-23.602616217186103,0.02047244094488189,3,2
5,10,4.50013405860836,0.01889763779527559,3,4
5,11,42.72064906783392,0.02204724409448819,0,6
5,12,44.81776379086757,0.023622047244094488,3,4
6,1,-34.29396469941082,0.0031496062992125984,4,132
6,2,7.809286838010426,0.006299212598425197,1,74
6,3,22.869688929636308,0.0015748031496062992,0,56
6,4,13.088253823471375,0.006299212598425197,0,24
6,5,11.372658311967763,0.006299212598425197,1,14
6,6,20.571871246874608,0.006299212598425197,0,16
6,7,-31.133303272754063,0.004724409448818898,0,10
6,8,-13.898483784557499,0.011023622047244094,0,6
6,9,4.577110700184109,0.02204724409448819,2,2
6,10,-23.633303272753977,0.02047244094488189,1,2
6,11,62.924589527110385,0.01889763779527559,6,2
6,12,60.95262715593395,0.028346456692913385,1,4
7,1,-3.6224694377410627,0.0031496062992125984,5,124
7,2,25.568266544308244,0.0031496062992125984,1,78
7,3,9.615319432786336,0.0031496062992125984,0,48
7,4,57.41533252809687,0.004724409448818898,1,40
7,5,35.06948386097386,0.004724409448818898,0,22
7,6,52.3483868553177,0.006299212598425197,2,18
7,7,22.638490887693035,0.009448818897637795,2,8
7,8,33.15409341813324,0.014173228346456693,0,6
7,9,13.209249980077082,0.014173228346456693,1,6
7,10,-7.408258788884218,0.015748031496062992,0,4
7,11,43.59271930699806,0.02047244094488189,0,4
7,12,55.24091513152712,0.02047244094488189,4,0
8,1,13.68712061216895,0.0,0,154
8,2,54.73937178290004,0.0,1,68
8,3,88.33635852369807,0.0015748031496062992,1,50
8,4,73.01621342330355,0.0015748031496062992,2,42
8,5,86.9565106430301,0.0031496062992125984,0,22
8,6,72.90542954153466,0.007874015748031496,0,24
8,7,-3.9793439132290196,0.006299212598425197,0,10
8,8,28.776259643972722,0.009448818897637795,1,6
8,9,37.77613166173823,0.007874015748031496,3,4
8,10,86.84994694763017,0.014173228346456693,3,6
8,11,66.52241422880917,0.015748031496062992,3,6
8,12,-0.015340489597434726,0.014173228346456693,1,4
9,1,-20.47564173217141,0.0015748031496062992,1,144
9,2,92.16304720524627,0.006299212598425197,2,88
9,3,83.8666555561898,0.0,1,54
9,4,93.04883385057687,0.0015748031496062992,0,44
9,5,97.65578756905481,0.004724409448818898,1,28
9,6,61.05743878566888,0.006299212598425197,0,24
9,7,89.48234219199435,0.0031496062992125984,0,18
9,8,94.426213610541,0.009448818897637795,0,12
9,9,59.89454845909118,0.014173228346456693,1,6
9,10,84.81310633398921,0.007874015748031496,0,6
9,11,86.22214516902983,0.006299212598425197,2,6
9,12,70.85415039031413,0.014173228346456693,2,4
10,1,45.58833455827414,0.0031496062992125984,2,154
10,2,53.482278200874255,0.0,0,84
10,3,108.26274128753228,0.0031496062992125984,0,60
10,4,126.24993290975517,0.0015748031496062992,1,52
10,5,131.88103010264933,0.0015748031496062992,0,36
10,6,127.04450242565689,0.006299212598425197,0,30
10,7,91.68595661930877,0.006299212598425197,1,22
10,8,57.27775574516811,0.009448818897637795,0,8
10,9,87.98182418667935,0.007874015748031496,3,6
10,10,92.1150634683157,0.004724409448818898,0,14
10,11,93.49244322828062,0.004724409448818898,0,14
10,12,50.94032003978515,0.011023622047244094,1,8
11,1,38.67283287689006,0.006299212598425197,2,140
11,2,104.05557548145507,0.004724409448818898,1,104
11,3,141.3121510581668,0.0015748031496062992,1,62
11,4,125.77407638417304,0.0015748031496062992,1,48
11,5,128.25407236132565,0.0015748031496062992,0,38
11,6,150.9077056888872,0.0031496062992125984,1,30
11,7,143.08574453171022,0.004724409448818898,0,18
11,8,131.71334826058506,0.006299212598425197,2,14
11,9,119.14633859668866,0.009448818897637795,1,10
11,10,116.57440943506964,0.006299212598425197,1,12
11,11,126.60050302487656,0.009448818897637795,3,8
11,12,104.22240720987395,0.009448818897637795,1,10
12,1,63.29674050108131,0.0031496062992125984,1,218
12,2,95.69904378161091,0.007874015748031496,0,112
12,3,129.83248111297561,0.0031496062992125984,1,80
12,4,179.7780406060683,0.0,1,60
12,5,200.82206012110055,0.006299212598425197,1,42
12,6,147.93787473913818,0.0031496062992125984,0,34
12,7,133.9934213241633,0.006299212598425197,1,22
12,8,174.6330762047153,0.0,0,26
12,9,167.59170611643003,0.0031496062992125984,2,18
12,10,138.98364631983435,0.007874015748031496,1,14
12,11,157.59636357330845,0.004724409448818898,1,16
12,12,76.31841585478787,0.009448818897637795,0,8
1,1,-324.6836576518981,0.0015748031496062992,22,138
1,2,-178.18167703276126,0.01732283464566929,9,26
1,3,-131.49904472417703,0.03779527559055118,3,8
1,4,-85.89997988575257,0.03622047244094488,8,4
1,5,-56.802801171601686,0.04566929133858268,8,2
1,6,-37.96005594541845,0.04566929133858268,8,4
1,7,-19.77599152675664,0.03937007874015748,9,0
1,8,-10.163600305243452,0.047244094488188976,11,2
1,9,-7.943283345743647,0.04566929133858268,12,0
1,10,12.643538367649814,0.047244094488188976,11,0
1,11,40.94536751974289,0.04251968503937008,17,2
1,12,38.34268731143904,0.05669291338582677,9,2
2,1,-231.78169714700846,0.0015748031496062992,13,82
2,2,-128.208352618998,0.006299212598425197,4,32
2,3,-88.13486336506662,0.015748031496062992,5,18
2,4,-72.5682437242484,0.02047244094488189,3,6
2,5,-67.10255222606877,0.029921259842519685,3,4
2,6,-51.26162305666823,0.026771653543307086,6,2
2,7,-28.270944046799357,0.03779527559055118,2,6
2,8,-14.709307894820888,0.03464566929133858,3,0
2,9,-32.006217549191575,0.03779527559055118,4,0
2,10,12.84197125640034,0.03464566929133858,5,2
2,11,23.541248182424376,0.04566929133858268,4,2
2,12,43.899531947930576,0.050393700787401574,8,0
3,1,-136.52653086031714,0.0031496062992125984,7,122
3,2,-81.67409136460947,0.0031496062992125984,4,44
3,3,-51.1548033967987,0.014173228346456693,2,18
3,4,-67.94568747533019,0.012598425196850394,1,10
3,5,-43.945361443369485,0.01889763779527559,4,4
3,6,-47.909428858119014,0.01732283464566929,2,2
3,7,-19.346884677749,0.026771653543307086,0,6
3,8,-16.80603259477633,0.026771653543307086,6,0
3,9,-2.601900162147375,0.028346456692913385,5,0
3,10,9.873566340359076,0.03307086614173228,7,0
3,11,6.092131234193794,0.028346456692913385,6,0
3,12,75.03309726152759,0.03779527559055118,7,0
4,1,-91.63276852375571,0.0015748031496062992,5,134
4,2,-54.02906297213758,0.0015748031496062992,2,50
4,3,-36.21377337834756,0.006299212598425197,1,18
4,4,-22.883399259430156,0.011023622047244094,3,14
4,5,-18.39841979343995,0.011023622047244094,1,12
4,6,-15.12274822227058,0.012598425196850394,2,8
4,7,-7.498893921882999,0.012598425196850394,1,4
4,8,-20.541824102481492,0.01889763779527559,2,2
4,9,-6.489508940634185,0.01889763779527559,2,0
4,10,7.530757123058567,0.023622047244094488,4,2
4,11,-0.6574467471693168,0.025196850393700787,3,2
4,12,49.93009102126308,0.03464566929133858,4,2
5,1,-62.06538558046581,0.004724409448818898,1,98
5,2,-36.119890078488204,0.0,2,58
5,3,-6.000319955587369,0.0031496062992125984,2,26
5,4,1.883015312725398,0.006299212598425197,4,8
5,5,17.44886098376054,0.007874015748031496,2,14
5,6,-1.5455735309691505,0.007874015748031496,3,10
5,7,-6.841639148066083,0.01889763779527559,2,4
5,8,10.010753100209037,0.01732283464566929,2,6
5,9,35.49605859816011,0.02047244094488189,1,2
5,10,24.719805030560078,0.025196850393700787,2,4
5,11,27.184652491466004,0.029921259842519685,1,4
5,12,-9.199596881611438,0.026771653543307086,3,0
6,1,-40.05333442878733,0.0015748031496062992,1,124
6,2,1.6561075246418362,0.009448818897637795,1,68
6,3,7.256971676162853,0.0031496062992125984,0,48
6,4,34.271794160446504,0.0031496062992125984,0,24
6,5,-17.70937188593865,0.006299212598425197,1,12
6,6,14.357573786840534,0.012598425196850394,1,16
6,7,35.06695174915228,0.01732283464566929,2,12
6,8,11.84786277363108,0.009448818897637795,3,0
6,9,23.144446396041133,0.02047244094488189,3,0
6,10,22.132727352696577,0.02047244094488189,3,4
6,11,31.3326502662689,0.01889763779527559,1,4
6,12,2.433968431985587,0.02204724409448819,1,4
7,1,-55.14754376060695,0.0031496062992125984,0,118
7,2,21.875778496593483,0.0,2,82
7,3,53.78870081873025,0.0015748031496062992,2,44
7,4,9.536910681132621,0.0031496062992125984,0,26
7,5,63.18666659797409,0.004724409448818898,0,20
7,6,57.00156616868645,0.007874015748031496,0,16
7,7,17.326496708194934,0.011023622047244094,2,6
7,8,60.58320634351418,0.011023622047244094,1,12
7,9,55.257297708123744,0.012598425196850394,2,8
7,10,42.292578229453085,0.011023622047244094,2,2
7,11,19.317501750024388,0.009448818897637795,1,4
7,12,-37.53101308752811,0.01732283464566929,0,0
8,1,15.00325424323465,0.0031496062992125984,4,124
8,2,75.32768959748765,0.0031496062992125984,1,98
8,3,81.52313028384756,0.0031496062992125984,0,48
8,4,83.1166235606284,0.006299212598425197,0,40
8,5,103.27303429717134,0.0015748031496062992,2,26
8,6,45.21605560207131,0.004724409448818898,1,18
8,7,65.40516750069159,0.007874015748031496,1,14
8,8,69.69106809038237,0.009448818897637795,1,10
8,9,49.807470781226975,0.011023622047244094,1,10
8,10,74.46647762070936,0.014173228346456693,1,4
8,11,85.21185215938866,0.01889763779527559,1,8
8,12,51.32268328858934,0.015748031496062992,2,4
9,1,19.11998296604233,0.0015748031496062992,2,154
9,2,43.97618863392026,0.009448818897637795,1,64
9,3,72.53983889240753,0.0015748031496062992,0,64
9,4,111.57026998350311,0.0015748031496062992,0,48
9,5,130.7491528636007,0.0015748031496062992,1,36
9,6,73.04280827473735,0.004724409448818898,0,20
9,7,79.51788475416647,0.0031496062992125984,0,14
9,8,68.63428744500989,0.006299212598425197,1,6
9,9,57.04772777245955,0.011023622047244094,0,8
9,10,56.756907685046116,0.011023622047244094,1,10
9,11,60.981172122758835,0.009448818897637795,0,4
9,12,89.16122507208968,0.007874015748031496,1,6
10,1,30.35700853409597,0.006299212598425197,1,164
10,2,81.29505242652756,0.0031496062992125984,0,106
10,3,103.24273726468184,0.0015748031496062992,3,42
10,4,138.80140403432821,0.004724409448818898,0,60
10,5,99.15695763828808,0.004724409448818898,0,42
10,6,90.61616954643164,0.004724409448818898,0,30
10,7,119.88076806180608,0.011023622047244094,2,16
10,8,123.1872546707772,0.004724409448818898,0,14
10,9,110.52824783129536,0.004724409448818898,1,14
10,10,68.29775976801658,0.011023622047244094,0,12
10,11,87.38548950980253,0.015748031496062992,3,6
10,12,29.87887586115899,0.009448818897637795,2,2
11,1,22.076807488288544,0.0015748031496062992,1,186
11,2,129.48041489666238,0.004724409448818898,0,104
11,3,143.59345818209786,0.006299212598425197,1,78
11,4,109.88698561099865,0.006299212598425197,0,48
11,5,146.2543983932849,0.0015748031496062992,0,40
11,6,116.7581478217713,0.004724409448818898,1,24
11,7,147.9831283145238,0.004724409448818898,0,18
11,8,112.28857283649657,0.0031496062992125984,0,18
11,9,75.43080707630443,0.0031496062992125984,1,12
11,10,81.93566258290826,0.006299212598425197,0,10
11,11,98.69709366622396,0.0031496062992125984,0,14
11,12,90.15546153709465,0.009448818897637795,2,8
12,1,64.30625346456236,0.0031496062992125984,1,188
12,2,129.22021787369303,0.006299212598425197,3,88
12,3,168.91037185931734,0.0031496062992125984,1,84
12,4,168.63216817632411,0.0015748031496062992,1,50
12,5,195.58698466843305,0.0031496062992125984,0,60
12,6,169.35326518197826,0.0031496062992125984,1,38
12,7,166.28981297321923,0.0031496062992125984,1,28
12,8,89.80384933497339,0.0,0,16
12,9,153.7397678823511,0.0015748031496062992,1,18
12,10,131.36160807622917,0.015748031496062992,1,10
12,11,128.9882397855974,0.0031496062992125984,1,14
12,12,32.893896395169065,0.009448818897637795,1,4
